
2022-05-03 22:36:33,635	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-03 23:45:32,773	INFO	请在图书馆局域网内进行操作
2022-05-04 13:56:46,904	ERROR	当前座位状态不应当签离
2022-05-04 22:37:37,572	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-04 23:46:14,734	INFO	请在图书馆局域网内进行操作
2022-05-05 13:54:27,089	INFO	请在图书馆局域网内进行操作
2022-05-05 22:37:56,226	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-05 23:46:21,073	INFO	请刷新页面后重新操作。
2022-05-06 13:52:11,890	INFO	请刷新页面后重新操作。
2022-05-06 22:36:27,519	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-06 23:45:24,149	INFO	请在图书馆局域网内进行操作
2022-05-07 13:41:55,122	INFO	请刷新页面后重新操作。
2022-05-07 22:35:06,194	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-07 23:44:42,693	INFO	请刷新页面后重新操作。
2022-05-08 13:42:11,878	ERROR	当前座位状态不应当签离
2022-05-08 22:35:03,962	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-09 13:57:17,712	ERROR	当前座位状态不应当签离
2022-05-09 22:37:05,681	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-09 23:46:14,309	INFO	请在图书馆局域网内进行操作
2022-05-10 14:06:09,611	ERROR	当前没有正在使用中的座位或研讨间
2022-05-10 22:36:44,666	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-10 23:47:34,071	INFO	请刷新页面后重新操作。
2022-05-11 13:56:05,023	ERROR	当前座位状态不应当签离
2022-05-11 22:36:23,961	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-11 23:48:06,383	INFO	请在图书馆局域网内进行操作
2022-05-12 14:03:21,618	ERROR	当前没有正在使用中的座位或研讨间
2022-05-12 22:39:51,048	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-12 23:48:23,798	INFO	请刷新页面后重新操作。
2022-05-13 14:05:33,424	ERROR	当前座位状态不应当签离
2022-05-13 22:39:05,221	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-13 23:49:46,059	INFO	请在图书馆局域网内进行操作
2022-05-14 13:54:41,438	INFO	请在图书馆局域网内进行操作
2022-05-14 22:37:05,617	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-14 23:45:47,757	INFO	请刷新页面后重新操作。
2022-05-15 13:49:57,033	ERROR	当前没有正在使用中的座位或研讨间
2022-05-15 22:35:43,727	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-15 23:46:12,727	INFO	请刷新页面后重新操作。
2022-05-16 14:00:29,035	ERROR	当前座位状态不应当签离
2022-05-16 22:37:16,682	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-16 23:46:52,236	INFO	请刷新页面后重新操作。
2022-05-17 13:54:40,004	ERROR	当前座位状态不应当签离
